year,region_code,region_name,gsur,education,sex,age_group,sheet
2020,FRY,RUP FR — Régions Ultrapériphériques Françaises,22.6,ED0-2,M,Y20-64,Sheet 45
2021,FRY,RUP FR — Régions Ultrapériphériques Françaises,23.8,ED0-2,M,Y20-64,Sheet 45
2022,FRY,RUP FR — Régions Ultrapériphériques Françaises,22.8,ED0-2,M,Y20-64,Sheet 45
2023,FRY,RUP FR — Régions Ultrapériphériques Françaises,23.5,ED0-2,M,Y20-64,Sheet 45
2024,FRY,RUP FR — Régions Ultrapériphériques Françaises,25.7,ED0-2,M,Y20-64,Sheet 45
2007,FRY1,Guadeloupe,25.0,ED0-2,M,Y20-64,Sheet 45
2008,FRY1,Guadeloupe,25.1,ED0-2,M,Y20-64,Sheet 45
2009,FRY1,Guadeloupe,26.2,ED0-2,M,Y20-64,Sheet 45
2010,FRY1,Guadeloupe,28.1,ED0-2,M,Y20-64,Sheet 45
2011,FRY1,Guadeloupe,25.1,ED0-2,M,Y20-64,Sheet 45
2012,FRY1,Guadeloupe,27.7,ED0-2,M,Y20-64,Sheet 45
2013,FRY1,Guadeloupe,32.9,ED0-2,M,Y20-64,Sheet 45
2014,FRY1,Guadeloupe,31.2,ED0-2,M,Y20-64,Sheet 45
2015,FRY1,Guadeloupe,27.0,ED0-2,M,Y20-64,Sheet 45
2016,FRY1,Guadeloupe,27.5,ED0-2,M,Y20-64,Sheet 45
2017,FRY1,Guadeloupe,26.3,ED0-2,M,Y20-64,Sheet 45
2018,FRY1,Guadeloupe,27.3,ED0-2,M,Y20-64,Sheet 45
2019,FRY1,Guadeloupe,24.3,ED0-2,M,Y20-64,Sheet 45
2020,FRY1,Guadeloupe,22.2,ED0-2,M,Y20-64,Sheet 45
2021,FRY1,Guadeloupe,24.8,ED0-2,M,Y20-64,Sheet 45
2022,FRY1,Guadeloupe,23.5,ED0-2,M,Y20-64,Sheet 45
2023,FRY1,Guadeloupe,27.2,ED0-2,M,Y20-64,Sheet 45
2024,FRY1,Guadeloupe,26.2,ED0-2,M,Y20-64,Sheet 45
2007,FRY2,Martinique,22.9,ED0-2,M,Y20-64,Sheet 45
2008,FRY2,Martinique,22.7,ED0-2,M,Y20-64,Sheet 45
2009,FRY2,Martinique,24.5,ED0-2,M,Y20-64,Sheet 45
2010,FRY2,Martinique,25.5,ED0-2,M,Y20-64,Sheet 45
2011,FRY2,Martinique,24.0,ED0-2,M,Y20-64,Sheet 45
2012,FRY2,Martinique,27.7,ED0-2,M,Y20-64,Sheet 45
2013,FRY2,Martinique,29.9,ED0-2,M,Y20-64,Sheet 45
2014,FRY2,Martinique,24.1,ED0-2,M,Y20-64,Sheet 45
2015,FRY2,Martinique,23.8,ED0-2,M,Y20-64,Sheet 45
2016,FRY2,Martinique,25.3,ED0-2,M,Y20-64,Sheet 45
2017,FRY2,Martinique,22.6,ED0-2,M,Y20-64,Sheet 45
2018,FRY2,Martinique,21.6,ED0-2,M,Y20-64,Sheet 45
2019,FRY2,Martinique,22.7,ED0-2,M,Y20-64,Sheet 45
2020,FRY2,Martinique,14.6,ED0-2,M,Y20-64,Sheet 45
2021,FRY2,Martinique,,ED0-2,M,Y20-64,Sheet 45
2022,FRY2,Martinique,16.2,ED0-2,M,Y20-64,Sheet 45
2023,FRY2,Martinique,18.3,ED0-2,M,Y20-64,Sheet 45
2024,FRY2,Martinique,17.0,ED0-2,M,Y20-64,Sheet 45
2007,FRY3,Guyane,25.6,ED0-2,M,Y20-64,Sheet 45
2008,FRY3,Guyane,24.8,ED0-2,M,Y20-64,Sheet 45
2009,FRY3,Guyane,24.7,ED0-2,M,Y20-64,Sheet 45
2010,FRY3,Guyane,26.0,ED0-2,M,Y20-64,Sheet 45
2011,FRY3,Guyane,25.1,ED0-2,M,Y20-64,Sheet 45
2012,FRY3,Guyane,27.8,ED0-2,M,Y20-64,Sheet 45
2013,FRY3,Guyane,27.9,ED0-2,M,Y20-64,Sheet 45
2014,FRY3,Guyane,23.0,ED0-2,M,Y20-64,Sheet 45
2015,FRY3,Guyane,27.1,ED0-2,M,Y20-64,Sheet 45
2016,FRY3,Guyane,29.9,ED0-2,M,Y20-64,Sheet 45
2017,FRY3,Guyane,29.6,ED0-2,M,Y20-64,Sheet 45
2018,FRY3,Guyane,26.2,ED0-2,M,Y20-64,Sheet 45
2019,FRY3,Guyane,30.7,ED0-2,M,Y20-64,Sheet 45
2020,FRY3,Guyane,18.4,ED0-2,M,Y20-64,Sheet 45
2021,FRY3,Guyane,19.8,ED0-2,M,Y20-64,Sheet 45
2022,FRY3,Guyane,,ED0-2,M,Y20-64,Sheet 45
2023,FRY3,Guyane,18.2,ED0-2,M,Y20-64,Sheet 45
2024,FRY3,Guyane,20.7,ED0-2,M,Y20-64,Sheet 45
2007,FRY4,La Réunion,28.5,ED0-2,M,Y20-64,Sheet 45
2008,FRY4,La Réunion,29.4,ED0-2,M,Y20-64,Sheet 45
2009,FRY4,La Réunion,34.9,ED0-2,M,Y20-64,Sheet 45
2010,FRY4,La Réunion,36.9,ED0-2,M,Y20-64,Sheet 45
2011,FRY4,La Réunion,37.9,ED0-2,M,Y20-64,Sheet 45
2012,FRY4,La Réunion,35.3,ED0-2,M,Y20-64,Sheet 45
2013,FRY4,La Réunion,39.2,ED0-2,M,Y20-64,Sheet 45
2014,FRY4,La Réunion,36.3,ED0-2,M,Y20-64,Sheet 45
2015,FRY4,La Réunion,30.0,ED0-2,M,Y20-64,Sheet 45
